id,en,fr
pun_38_14,'Are you homosexual ?''Tom queried gaily.,"« Vous êtes homosexuel ? », demanda Tom gaiement"
pun_38_15,'Are you homosexual ?''Tom queried gaily.,""" Êtes-vous homosexuel ? "" s'enquit Toto gaiement."
pun_39_1,"'Be still my hart'' she murmured, thinking how magnificent and stag - like he was."," ""Mon cœur se cerf"", murmura-t-elle en voyant ce beau et majestueux mâle."
pun_40_1,"'Be still my hart''she murmured, thinking how magnificent and stag - like he was.","Elle murmura ""Calme-toi mon destrier"" en pansant combien il était magnifique."
pun_40_2,"'Be still my hart''she murmured, thinking how magnificent and stag - like he was.",""" Ne bouge pas, mon cerf et tendre "" dit elle dans un élan de douceur, en se disant qu'il était vraiment majestueux et très orignal."
pun_40_3,"'Be still my hart''she murmured, thinking how magnificent and stag - like he was.","Son cœur se mit au galop en le voyant là, aussi beau et faisant cavalier seul."
pun_40_4,"'Be still my hart''she murmured, thinking how magnificent and stag - like he was.","""Mon cœur cent balles"", murmura-t-elle, en mesurant à quel point il était beau et riche."
pun_41_1,"'Boy, I wish the elevator were working,'' said Tom, staring up to the top."," “Ah ! Si seulement l’ascenseur marchait”, dit Tom en entamant l’ascension des marches."
pun_42_1,"'Boy, I wish the elevator were working,''said Tom, staring up to the top.","""Dis donc, ce serait bien si l'ascenseur fonctionnait"", dit Tom en contemplant les sommets de la réussite sociale."
pun_43_1,"'Boy, that's a bright star,''said Tom seriously."," ""Eh ben ! Qu'est-ce qu'elle brille, cette étoile !"", fit Tom, qui lui, n'avait polaire brillant."
pun_43_2,"'Boy, that's a bright star,''said Tom seriously.","Quel étoile brillante, à dit Tom sérieusement. "
pun_43_3,"'Boy, that's a bright star,''said Tom seriously.","""Wow, cette étoile est brillante"", dit Tom siriusement."
pun_43_4,"'Boy, that's a bright star,''said Tom seriously.","En voilà une étoile brillante"" dit Tom, sans Rigeler"
pun_43_5,"'Boy, that's a bright star,''said Tom seriously.","""Cette étoile est très brillante"", dit Tom avec un grand sirius."
pun_44_1,"'Congratulations ; you graduated,''said Tom diplomatically.","""Félicitations, tu as fini tes études"", dit Tom d'un ton diplomate."
pun_44_2,"'Congratulations ; you graduated,''said Tom diplomatically.","""Bravo, tu as réussi tes études"", fit Tom, diplomatiquement."
pun_44_3,"'Congratulations ; you graduated,''said Tom diplomatically.","""Félicitations pour votre licence"", dit Tom avec diplomatie. "
pun_44_4,"'Congratulations ; you graduated,''said Tom diplomatically.","“Félicitations, vous êtes désormais diplômé”, dit Tom de façon diplomatique. "
pun_44_5,"'Congratulations ; you graduated,''said Tom diplomatically.","Diplomate, Tom le félicita pour l'obtention de son bac."
pun_44_6,"'Congratulations ; you graduated,''said Tom diplomatically.","« Félicitations, tu es diplômé », dit Tom avec diplomatie."
pun_44_7,"'Congratulations ; you graduated,''said Tom diplomatically.","""Félicitation, vous avez obtenu votre CAP"", certifia Toto."
pun_45_1,"'Consult an investment broker,''was Tom's stock answer."," “Tu n’as qu’à consulter un courtier en placement pour ton prêt”, dit Tom, qui avait toujours une réponse toute prête."
pun_45_2,"'Consult an investment broker,''was Tom's stock answer.","""Consultons un coutier en placements"", dit Tom, prêt à passer à l'action."
pun_45_3,"'Consult an investment broker,''was Tom's stock answer.","Il n'y a qu'un message que Toto souhaitait transmettre: ""Il faut consulter un conseiller en patrimoine"""
pun_46_1,'Don't you know my name ?''asked Tom swiftly., “Tu ne sais pas comment je m’appelle ?” a demandé Guillaume à Pauline R. 
pun_46_2,'Don't you know my name ?''asked Tom swiftly., “Tu ne sais pas comment je m’appelle ?” a demandé Raymond à Ron. 
pun_47_1,"'For what we are about to receive, may the Lord make us truly thankful,''said Tom gracefully.","""Nous remercions le seigneur et n'oublions aucun de ses bienfaits"", dit Tom avec grâce"
pun_47_2,"'For what we are about to receive, may the Lord make us truly thankful,''said Tom gracefully.","""Nous te remercions, Seigneur, pour le repas que nous allons prendre"", dit Tom avec grâce."
pun_47_3,"'For what we are about to receive, may the Lord make us truly thankful,''said Tom gracefully.","""Remercions le Seigneur pour ce qu'il nous accorde,"" Bénédict cita-t-il."
pun_47_4,"'For what we are about to receive, may the Lord make us truly thankful,''said Tom gracefully.","""Remercions le Ciel de ses bienfaits"", dit Tom avec grâce."
pun_47_5,"'For what we are about to receive, may the Lord make us truly thankful,''said Tom gracefully.","« Seigneur, bénis ce repas, ceux qui l'ont préparé, et procure du pain à ceux qui n'en ont pas.» récita Toto, sans se faire prier."
pun_48_1,'How long will I have to wait for a table ?''asked Tom without reservation.," ""Combien de temps allons-nous encore devoir attendre pour avoir une table?"", s'écria Tom, d'habitude plutôt réservé."
pun_48_2,'How long will I have to wait for a table ?''asked Tom without reservation.,"""Pourrais je m'installer à une table? "", dit Tom, réservé."
pun_48_3,'How long will I have to wait for a table ?''asked Tom without reservation.,"""Il va falloir attendre longtemps pour que vous me trouviez une table ?"" Demanda Tom sans réserve"
pun_48_4,'How long will I have to wait for a table ?''asked Tom without reservation.,"""Menez-moi à ma table"", demanda Tom d'un air réservé."
pun_48_5,'How long will I have to wait for a table ?''asked Tom without reservation.,« Combien de temps devrai-je attendre pour une table ? » demanda Tom sans réserve.
pun_48_6,'How long will I have to wait for a table ?''asked Tom without reservation.,"""Pourrions nous avoir une table pour quatre"" demanda Toto, réservé."
pun_49_1,"'I can see through the window,''said Tom stiltedly."," ""Ça y est, je suis assez grand pour voir par la fenêtre"", dit Tom qui voulait péter plus haut que son cul."
pun_49_2,"'I can see through the window,''said Tom stiltedly.","Je peux voir par la fenêtre, dit Tom avec un regard vitreux."
pun_49_3,"'I can see through the window,''said Tom stiltedly.","""Je peux voir à travers la fenêtre"", dit Tom le regard vitreux."
pun_49_4,"'I can see through the window,''said Tom stiltedly.","""Je vois par la fenêtre"", dit Tom le regard vitreux."
pun_49_5,"'I can see through the window,''said Tom stiltedly.","""Je peux voir à travers la fenêtre"", dit Tom avec clairvoyance."
pun_49_6,"'I can see through the window,''said Tom stiltedly.","""Je peux voir à travers la fenêtre"" dit Tom avec transparence. "
pun_49_7,"'I can see through the window,''said Tom stiltedly.","« Je peux voir par la fenêtre » dit Tom, les yeux vitreux."
pun_49_8,"'I can see through the window,''said Tom stiltedly.","""Depuis mon donjon, je vois toute la ville"", dit Toto avec hauteur"
pun_49_9,"'I can see through the window,''said Tom stiltedly.","""Je peux voir par la fenêtre"", dit Toto en toute transparence."
pun_50_1,"'I chop down trees for a living,''said Tom lumberingly."," “Je gagne ma vie en coupant du bois”, m’a dit Tom, l’air au stère."
pun_50_2,"'I chop down trees for a living,''said Tom lumberingly.","""Je gagne ma vie en coupant des arbres"" dit Tom d'un air bûcheur."
pun_50_3,"'I chop down trees for a living,''said Tom lumberingly.","""Je... gagne ma... vie... en... cou... pant des... arbres"", dit Toto d'une manière hachée.   "
pun_51_1,"'I couldn't believe there were 527, 986 bees in the swarm !''Tom recounted."," “Je n’en revenais pas : il y avait 527.986 abeilles autour de cet essaim !”, nous a recompté Tom."
pun_51_2,"'I couldn't believe there were 527, 986 bees in the swarm !''Tom recounted.","""Je n'arrive pas à croire qu'il y avait 527 986 abeilles dans cet essaim !"" compta Tom."
pun_51_3,"'I couldn't believe there were 527, 986 bees in the swarm !''Tom recounted.","""Je n'arrive pas à croire qu'il y ait 527 986 abeilles dans ruche !"" racompta Tom. "
pun_51_4,"'I couldn't believe there were 527, 986 bees in the swarm !''Tom recounted.","""Je n'arrive pas à croire qu'il y avait exactement 527 986 abeilles dans cet essaim"", précisa Toto."
pun_52_1,'I didn't look at all !''Tom peeped.," ""Je n'ai rien regardé du tout !"", a pépyeux Tom."
pun_52_2,'I didn't look at all !''Tom peeped.,"""Je n'ai rien vu"", dit Toto, le regard en coin."
pun_53_1,"'I have been reading Voltaire,''Tom admitted candidly."," ""Je lis Voltaire en ce moment"", a dit Tom d'un ton candide."
pun_53_2,"'I have been reading Voltaire,''Tom admitted candidly.","« J'étais en train de lire Voltaire », dit Tom, candide."
pun_53_3,"'I have been reading Voltaire,''Tom admitted candidly.","""J'ai lu Voltaire"" admit Tom, candide."
pun_53_4,"'I have been reading Voltaire,''Tom admitted candidly.","""Je lis Voltaire"", dit Tom, candide."
pun_53_5,"'I have been reading Voltaire,''Tom admitted candidly.",Je lis Voltaire' admit candidement Tom
pun_53_6,"'I have been reading Voltaire,''Tom admitted candidly.","""Je lis du Voltaire"", dit Tom d'un ton candide."
pun_53_7,"'I have been reading Voltaire,''Tom admitted candidly.","""J'ai commencé à lire Voltaire"", avoua Tom d'un ton candide."
pun_53_8,"'I have been reading Voltaire,''Tom admitted candidly.","""Je me suis mis à lire Voltaire"", admis Tom, candide. "
pun_53_9,"'I have been reading Voltaire,''Tom admitted candidly.","« Je lis du Voltaire », admit Tom, candide. "
pun_53_10,"'I have been reading Voltaire,''Tom admitted candidly.","Candide, Tom avoua qu'il avait lu Voltaire."
pun_53_11,"'I have been reading Voltaire,''Tom admitted candidly.","""J'ai lu Voltaire"" ajouta Toto candidement."
pun_54_1,"'I have to check the score on this exam again,'' Tom remarked."," “Il faut que je revérifie les résultats de cet examen”, m’a fait noter Tom."
pun_55_1,"'I have to check the score on this exam again,''Tom remarked.","« Il faut que je revérifie les résultats des examens », nota Tom. "
pun_55_2,"'I have to check the score on this exam again,''Tom remarked.","Tom nota: ""il faut que je vérifie si j'ai réussi mon examen."""
pun_55_3,"'I have to check the score on this exam again,''Tom remarked.","""Je dois vérifier mon résultat à nouveau"", nota Tom."
pun_55_4,"'I have to check the score on this exam again,''Tom remarked.","il faut que je vérifie les résultats de cet examen à nouveau"", dénota Tom"
pun_55_5,"'I have to check the score on this exam again,''Tom remarked.","""On a fait une double correction de toutes les copies"" nota nota Tom."
pun_55_6,"'I have to check the score on this exam again,''Tom remarked.","""Il faut que j'évalue cette copie"", nota Luc."
pun_55_7,"'I have to check the score on this exam again,''Tom remarked.","« Il faut que je vérifie à nouveau les résultats de cet examen », nota Tom"
pun_55_8,"'I have to check the score on this exam again,''Tom remarked.","""Je dois revoir ma copie d'examen"", corrigea Toto."
pun_56_1,"'I have to keep this fire alight,''Tom bellowed."," ""Je ne dois pas laisser mourir ce feu"", m'a soufflé Tom crâmement."
pun_56_2,"'I have to keep this fire alight,''Tom bellowed.","""Il faut que je garde ce feu allumé"" dit Tom en soufflant."
pun_56_3,"'I have to keep this fire alight,''Tom bellowed.","""il faut que je garde ce feu allumé"", souffla Tom"
pun_56_4,"'I have to keep this fire alight,''Tom bellowed.","""Il faut maintenir le feu allumé"", Tom s'échauffa."
pun_56_5,"'I have to keep this fire alight,''Tom bellowed.",« Il faut que je garde ce feu allumé » souffla Tom.
pun_56_6,"'I have to keep this fire alight,''Tom bellowed.","""Je dois maintenir ce feu allumé"", s'enflamma Tom."
pun_56_7,"'I have to keep this fire alight,''Tom bellowed.","""Il faut que je ravive ces braises"", souffla Toto."
pun_57_1,"'I know what herb would taste nice with this,''said Tom sagely."," “Je sais ce qu’on devrait mettre comme herbe là-dedans”, dit Tom, le thym pâle."
pun_57_2,"'I know what herb would taste nice with this,''said Tom sagely.","""Je sais quelle herbe aromatique conviendrait avec ça"" dit Tom d'un air muthym."
pun_57_3,"'I know what herb would taste nice with this,''said Tom sagely.","""Je sais quelle aromate irait bien avec ce plat"" dit Tom sans menthir."
pun_57_4,"'I know what herb would taste nice with this,''said Tom sagely.","""Je sais ce qu'il faut pour donner du goût à cela"", fit Tom, mutin."
pun_57_5,"'I know what herb would taste nice with this,''said Tom sagely.","""Je sais quelle herbe serait idéale pour parfumer ces paupiettes de veau"", dit Toto, saugement."
pun_58_1,"'I make the armour out of chain links,''Tom replied by mail."," “Cette armure, je la fabrique avec des maillons”, répondit Tom, “il n’y a que ça qui m’aille”."
pun_58_2,"'I make the armour out of chain links,''Tom replied by mail.","""J'ai fabriqué une cotte de maille"" répondit Tom par mail."
pun_59_1,"'I prefer trout to salmon,''Tom said officiously.","""Je préfère la truite au saumon"", dit Tom d'un thon assuré."
pun_59_2,"'I prefer trout to salmon,''Tom said officiously.",Tom prêcha la truite plutôt que le saumon.
pun_60_1,"'I swallowed some of the glass from that broken window,''Tom said painfully.","""J'ai avalé un bout de verre en brisant cette fenêtre"", a dit Tom, les yeux vitreux."
pun_60_2,"'I swallowed some of the glass from that broken window,''Tom said painfully.","""J'ai avalé du verre provenant de la fenêtre brisée"" avoua Tom difficilement."
pun_60_3,"'I swallowed some of the glass from that broken window,''Tom said painfully.","""J'ai avalé du verre brisé,"" dit Tom douloureusement."
pun_60_4,"'I swallowed some of the glass from that broken window,''Tom said painfully.","Depuis que Tom a avalé accidentellement un peu de céramique, il se tient à carreau."
pun_60_5,"'I swallowed some of the glass from that broken window,''Tom said painfully.","""Je crois que j'ai avalé des morceaux de verre brisés"" dit Toto, d'une voix cassée."
pun_61_1,"'I think I've broken my leg'', reported Tom lamely."," “Je crois bien que j’ai la jambe cassée”, dit Tom, qui cherchait encore une excuse boiteuse."
pun_61_2,"'I think I've broken my leg'', reported Tom lamely.","( ""C'est depuis que j'ai perdu ma jambe que je bois tant"", a dit Tom.)"
pun_61_3,"'I think I've broken my leg'', reported Tom lamely.",Tom s'est ouvert la jambe et cela ne lui a pas fait PLAIEsir.
pun_62_1,"'I'm halfway up a mountain,''Tom alleged."," ""Je suis déjà à mi-sommet"", lança Tom, comme une saillie."
pun_62_2,"'I'm halfway up a mountain,''Tom alleged."," ""Je suis déjà à mi-sommet"", lança Tom, qui commençait à m’assommer."
pun_62_3,"'I'm halfway up a mountain,''Tom alleged.","( ""Je suis déjà à mi-sommet"", déclara Tom d'un ton saillant.)"
pun_62_4,"'I'm halfway up a mountain,''Tom alleged.","""Je me trouve à mi-distance d'un sommet"" prétendit Tom."
pun_62_5,"'I'm halfway up a mountain,''Tom alleged.","""Je suis à mi-chemin du haut de la montagne,"" prétend Tom."
pun_62_6,"'I'm halfway up a mountain,''Tom alleged.","""Je suis à moitié en haut de la montagne,"" déclara Tom"
pun_62_7,"'I'm halfway up a mountain,''Tom alleged.","« J'ai gravi la moitié d'une montagne », déclara abruptement Tom."
pun_62_8,"'I'm halfway up a mountain,''Tom alleged.","""Je suis à mi-chemin d'une montagne"", a ajouté  Tom."
pun_62_9,"'I'm halfway up a mountain,''Tom alleged.","""Je dois être à la moitié du chemin"", dit Tom à demi convaincu."
pun_62_10,"'I'm halfway up a mountain,''Tom alleged.",Tom aurait pu monter tout en haut de la montagne s'il avait lâché du lest.
pun_62_11,"'I'm halfway up a mountain,''Tom alleged.","""Je suis à mi-chemin du sommet  de la montagne"", glissa Tom"
pun_62_12,"'I'm halfway up a mountain,''Tom alleged.","""Je peux tenir la corde tandis que tu escalades la montagne"", assura Tom."
pun_62_13,"'I'm halfway up a mountain,''Tom alleged.",« J’ai parcouru la moitié de la course » prétend Tom.
pun_62_14,"'I'm halfway up a mountain,''Tom alleged.","""Je suis sur l'arête"", déclara Jean-Louis d'un ton tranchant."
pun_62_15,"'I'm halfway up a mountain,''Tom alleged.","""J'ai presque atteint le sommet de la montagne"", se piqua Tom."
pun_62_16,"'I'm halfway up a mountain,''Tom alleged.","« Je suis à mi-chemin du sommet de la montagne », dit Tom abruptement."
pun_62_17,"'I'm halfway up a mountain,''Tom alleged.","J’en suis à la moitié de l’ascension de la montagne, dit Tom au bord du précipice."
pun_62_18,"'I'm halfway up a mountain,''Tom alleged.","""Je dois être à mi chemin"", se dit Toto, à moitié convaincu."
pun_63_1,"'I've been listening to the Brandenburg Concertos,'' Tom barked."," Je suis en train d'écouter les concertos brandebourgeois, a dit Tom en faisant son come-back."
pun_64_1,"'I've been listening to the Brandenburg Concertos,''Tom barked.","""J'ai écouté les Concertos à brandebourgs"", dit Tom à la hussarde."
pun_64_2,"'I've been listening to the Brandenburg Concertos,''Tom barked.","""J'ai écouté les concertos brandebourgeois"", ajouta Tom en contrepoint"
pun_64_3,"'I've been listening to the Brandenburg Concertos,''Tom barked.","""J'ai écouté La Campanella, Liebestraume, les Rhapsodies hongroises..."" Tom lista."
pun_64_4,"'I've been listening to the Brandenburg Concertos,''Tom barked.","""j'étais en train d'écouter les ""Danses Hongroises"""" brama Tom "
pun_64_5,"'I've been listening to the Brandenburg Concertos,''Tom barked.","""J'ai écouté les concertos brandebourgeois"" dit Tom, prêt à nous donner son feedbach. "
pun_64_6,"'I've been listening to the Brandenburg Concertos,''Tom barked.","""J'ai écouté la Campanella, Liebesträume et Danse macabre,"" liszta Tom."
pun_64_7,"'I've been listening to the Brandenburg Concertos,''Tom barked.","« Ces derniers temps, j’arrête pas d’écouter les concertos brandebourgeois » rabâche Tom."
pun_64_8,"'I've been listening to the Brandenburg Concertos,''Tom barked.","J'ai écouté les Six Concerts à plusieurs instruments de Bach, dit Tom sur tous les tons. "
pun_64_9,"'I've been listening to the Brandenburg Concertos,''Tom barked.","""C'est la Petite musique de nuit ?"", devina Toto, complètement par Mozart."
pun_65_1,"'I've stuck a pin through my nose,''said Tom punctually."," ""Je me suis fait faire un piercing dans le nez"", répétait Tom en boucle."
pun_65_2,"'I've stuck a pin through my nose,''said Tom punctually."," ""Je me suis fait faire un piercing dans le nez"", dit Tom d'une voix pointue."
pun_65_3,"'I've stuck a pin through my nose,''said Tom punctually.","""Je me suis mis une épingle dans le nez"", dit Tom d'un ton piquant."
pun_65_4,"'I've stuck a pin through my nose,''said Tom punctually.",« Je me suis enfoncé une épingle dans le nez » dit Tom d’une voix nasillarde.
pun_65_5,"'I've stuck a pin through my nose,''said Tom punctually.","« Je me suis piqué avec une aiguille », dit Tom, pointilleux."
pun_65_6,"'I've stuck a pin through my nose,''said Tom punctually.","""Je me suis fais percer le nez"", pointa Tom."
pun_65_7,"'I've stuck a pin through my nose,''said Tom punctually.","""J'ai mis une épingle dans mon nez"", dit Tom d'une façon pénétrante."
pun_65_8,"'I've stuck a pin through my nose,''said Tom punctually.",Tom s'est mis une aiguille dans le nez. C'est un type piqué.
pun_65_9,"'I've stuck a pin through my nose,''said Tom punctually.","""je me suis mis une épingle à nourrice dans le nez"", dit Tom d'une voix perçante"
pun_65_10,"'I've stuck a pin through my nose,''said Tom punctually.","""Je me suis planté une épingle dans le nez"" dit Tom, piqué au vif. "
pun_65_11,"'I've stuck a pin through my nose,''said Tom punctually.","""J'ai cassé mon double-décimètre"", disait Tom régulièrement."
pun_65_12,"'I've stuck a pin through my nose,''said Tom punctually.","""Une épingle a traversé mon nez,"" dit Tom d'un ton perçant."
pun_65_13,"'I've stuck a pin through my nose,''said Tom punctually.","""Je me suis fait faire un piercing au nez"", expliqua Tim d'une voix perçante."
pun_65_14,"'I've stuck a pin through my nose,''said Tom punctually.","""L'épingle s'est coincée dans mon nez !"" pointa Tom."
pun_65_15,"'I've stuck a pin through my nose,''said Tom punctually.",« J’ai une écharde au niveau de la deuxième phalange de mon index droit » dit Tom de façon pointilleuse.
pun_65_16,"'I've stuck a pin through my nose,''said Tom punctually.","Je me suis planté une épingle dans le nez, dit Tom piqué à vif."
pun_65_17,"'I've stuck a pin through my nose,''said Tom punctually.","""J'ai une punaise dans le cuir chevelu"" dit crânement Jean."
pun_65_18,"'I've stuck a pin through my nose,''said Tom punctually.","""Je me suis mis une aiguille dans le nez"", dit Tom d'un air pointilleux."
pun_65_19,"'I've stuck a pin through my nose,''said Tom punctually.",La couturière trouvait cette explication très décousue.
pun_65_20,"'I've stuck a pin through my nose,''said Tom punctually.",« Je me suis collé une épingle dans le nez » dit Tom pointilleusement. 
pun_65_21,"'I've stuck a pin through my nose,''said Tom punctually.","""Tu as un nouveau piercing!"", dit Toto, l'œil perçant."
pun_66_1,"'If I let go of the ceiling it will collapse,''Tom upheld."," ""Si je lâche le plafond, il va s'effondrer"", a soutenu Tom."
pun_66_2,"'If I let go of the ceiling it will collapse,''Tom upheld.","""Si je lâche le plafond, il va s'écrouler"" soutenait Tom."
pun_66_3,"'If I let go of the ceiling it will collapse,''Tom upheld.","« Si je lâche le plafond, il va s'écrouler », maintint Tom."
pun_66_4,"'If I let go of the ceiling it will collapse,''Tom upheld.","""Si je n'étais pas là, le plafond s'écroulerait"", Tom soutenait"
pun_66_5,"'If I let go of the ceiling it will collapse,''Tom upheld.","""Si j'arrête de tenir le plafond, il va s'effondrer"", a soutenu Tom."
pun_66_6,"'If I let go of the ceiling it will collapse,''Tom upheld.","""Si je lâche le plafond, il s'effondrera"" maintint Tom"
pun_66_7,"'If I let go of the ceiling it will collapse,''Tom upheld.","""Si je lâche le plafond, il va s'effondrer,"" soutint Tom."
pun_66_8,"'If I let go of the ceiling it will collapse,''Tom upheld.","""Si je lâche le plafond, il va s'effondrer"", maintint Tom."
pun_66_9,"'If I let go of the ceiling it will collapse,''Tom upheld.","""Si je lâche le plafond il va s'effondrer"", maintient Tom."
pun_66_10,"'If I let go of the ceiling it will collapse,''Tom upheld.","""Si je lâche le toit il va s'effondrer"", soutint Tom."
pun_66_11,"'If I let go of the ceiling it will collapse,''Tom upheld.","« Si je lâche le plafond, il va s'écrouler », soutient Tom."
pun_66_12,"'If I let go of the ceiling it will collapse,''Tom upheld.","""Si je n'étais pas là, le monde s'écroulerait"", soutenait Toto."
